0|!99THINGS!|30000|NEVER|99|99
1|!99THINGS!|30000|NEVER|99|99
2|!99THINGS!|30000|NEVER|99|99
3|!99THINGS!|30000|NEVER|99|99
4|!99THINGS!|30000|NEVER|99|99
5|!99THINGS!|30000|NEVER|99|99
6|!99THINGS!|30000|NEVER|99|99
7|!99THINGS!|30000|NEVER|99|99
8|!99THINGS!|30000|NEVER|99|99
9|!99THINGS!|30000|NEVER|99|99
10|!99THINGS!|30000|NEVER|99|99
11|!99THINGS!|30000|NEVER|99|99
12|!99THINGS!|30000|NEVER|99|99
13|!99THINGS!|30000|NEVER|99|99
14|!99THINGS!|30000|NEVER|99|99
15|!99THINGS!|30000|NEVER|99|99
16|!99THINGS!|30000|NEVER|99|99
17|!99THINGS!|30000|NEVER|99|99
18|!99THINGS!|30000|NEVER|99|99
19|!99THINGS!|30000|NEVER|99|99
20|!99THINGS!|30000|NEVER|99|99
21|!99THINGS!|30000|NEVER|99|99
22|!99THINGS!|30000|NEVER|99|99
23|!99THINGS!|30000|NEVER|99|99
24|!99THINGS!|30000|NEVER|99|99
25|!99THINGS!|30000|NEVER|99|99
26|!99THINGS!|30000|NEVER|99|99
27|!99THINGS!|30000|NEVER|99|99
28|!99THINGS!|30000|NEVER|99|99
29|!99THINGS!|30000|NEVER|99|99
30|!99THINGS!|30000|NEVER|99|99
31|!99THINGS!|30000|NEVER|99|99
32|!99THINGS!|30000|NEVER|99|99
33|!99THINGS!|30000|NEVER|99|99
34|!99THINGS!|30000|NEVER|99|99
35|!99THINGS!|30000|NEVER|99|99
36|!99THINGS!|30000|NEVER|99|99
37|!99THINGS!|30000|NEVER|99|99
38|!99THINGS!|30000|NEVER|99|99
39|!99THINGS!|30000|NEVER|99|99
40|!99THINGS!|30000|NEVER|99|99
41|!99THINGS!|30000|NEVER|99|99
42|!99THINGS!|30000|NEVER|99|99
43|!99THINGS!|30000|NEVER|99|99
44|!99THINGS!|30000|NEVER|99|99
45|!99THINGS!|30000|NEVER|99|99
46|!99THINGS!|30000|NEVER|99|99
47|!99THINGS!|30000|NEVER|99|99
48|!99THINGS!|30000|NEVER|99|99
49|!99THINGS!|30000|NEVER|99|99
50|!99THINGS!|30000|NEVER|99|99
51|!99THINGS!|30000|NEVER|99|99
52|!99THINGS!|30000|NEVER|99|99
53|!99THINGS!|30000|NEVER|99|99
54|!99THINGS!|30000|NEVER|99|99
55|!99THINGS!|30000|NEVER|99|99
56|!99THINGS!|30000|NEVER|99|99
57|!99THINGS!|30000|NEVER|99|99
58|!99THINGS!|30000|NEVER|99|99
59|!99THINGS!|30000|NEVER|99|99
60|!99THINGS!|30000|NEVER|99|99
61|!99THINGS!|30000|NEVER|99|99
62|!99THINGS!|30000|NEVER|99|99
63|!99THINGS!|30000|NEVER|99|99
64|!99THINGS!|30000|NEVER|99|99
65|!99THINGS!|30000|NEVER|99|99
66|!99THINGS!|30000|NEVER|99|99
67|!99THINGS!|30000|NEVER|99|99
68|!99THINGS!|30000|NEVER|99|99
69|!99THINGS!|30000|NEVER|99|99
70|!99THINGS!|30000|NEVER|99|99
71|!99THINGS!|30000|NEVER|99|99
72|!99THINGS!|30000|NEVER|99|99
73|!99THINGS!|30000|NEVER|99|99
74|!99THINGS!|30000|NEVER|99|99
75|!99THINGS!|30000|NEVER|99|99
76|!99THINGS!|30000|NEVER|99|99
77|!99THINGS!|30000|NEVER|99|99
78|!99THINGS!|30000|NEVER|99|99
79|!99THINGS!|30000|NEVER|99|99
80|!99THINGS!|30000|NEVER|99|99
81|!99THINGS!|30000|NEVER|99|99
82|!99THINGS!|30000|NEVER|99|99
83|!99THINGS!|30000|NEVER|99|99
84|!99THINGS!|30000|NEVER|99|99
85|!99THINGS!|30000|NEVER|99|99
86|!99THINGS!|30000|NEVER|99|99
87|!99THINGS!|30000|NEVER|99|99
88|!99THINGS!|30000|NEVER|99|99
89|!99THINGS!|30000|NEVER|99|99
90|!99THINGS!|30000|NEVER|99|99
91|!99THINGS!|30000|NEVER|99|99
92|!99THINGS!|30000|NEVER|99|99
93|!99THINGS!|30000|NEVER|99|99
94|!99THINGS!|30000|NEVER|99|99
95|!99THINGS!|30000|NEVER|99|99
96|!99THINGS!|30000|NEVER|99|99
97|!99THINGS!|30000|NEVER|99|99
98|!99THINGS!|30000|NEVER|99|99
99|!99THINGS!|30000|NEVER|99|99
100|!99THINGS!|30000|NEVER|99|99
101|!99THINGS!|30000|NEVER|99|99
102|!99THINGS!|30000|NEVER|99|99
103|!99THINGS!|30000|NEVER|99|99
104|!99THINGS!|30000|NEVER|99|99
105|!99THINGS!|30000|NEVER|99|99
106|!99THINGS!|30000|NEVER|99|99
107|!99THINGS!|30000|NEVER|99|99
108|!99THINGS!|30000|NEVER|99|99
109|!99THINGS!|30000|NEVER|99|99
110|!99THINGS!|30000|NEVER|99|99
111|!99THINGS!|30000|NEVER|99|99
112|!99THINGS!|30000|NEVER|99|99
113|!99THINGS!|30000|NEVER|99|99
114|!99THINGS!|30000|NEVER|99|99
115|!99THINGS!|30000|NEVER|99|99
116|!99THINGS!|30000|NEVER|99|99
117|!99THINGS!|30000|NEVER|99|99
118|!99THINGS!|30000|NEVER|99|99
119|!99THINGS!|30000|NEVER|99|99
120|!99THINGS!|30000|NEVER|99|99
121|!99THINGS!|30000|NEVER|99|99
122|!99THINGS!|30000|NEVER|99|99
123|!99THINGS!|30000|NEVER|99|99
124|!99THINGS!|30000|NEVER|99|99
125|!99THINGS!|30000|NEVER|99|99
126|!99THINGS!|30000|NEVER|99|99
127|!99THINGS!|30000|NEVER|99|99
128|!99THINGS!|30000|NEVER|99|99
129|!99THINGS!|30000|NEVER|99|99
130|!99THINGS!|30000|NEVER|99|99
131|!99THINGS!|30000|NEVER|99|99
132|!99THINGS!|30000|NEVER|99|99
133|!99THINGS!|30000|NEVER|99|99
134|!99THINGS!|30000|NEVER|99|99
135|!99THINGS!|30000|NEVER|99|99
136|!99THINGS!|30000|NEVER|99|99
137|!99THINGS!|30000|NEVER|99|99
138|!99THINGS!|30000|NEVER|99|99
139|!99THINGS!|30000|NEVER|99|99
140|!99THINGS!|30000|NEVER|99|99
141|!99THINGS!|30000|NEVER|99|99
142|!99THINGS!|30000|NEVER|99|99
143|!99THINGS!|30000|NEVER|99|99
144|!99THINGS!|30000|NEVER|99|99
145|!99THINGS!|30000|NEVER|99|99
146|!99THINGS!|30000|NEVER|99|99
147|!99THINGS!|30000|NEVER|99|99
148|!99THINGS!|30000|NEVER|99|99
149|!99THINGS!|30000|NEVER|99|99
150|!99THINGS!|30000|NEVER|99|99
151|!99THINGS!|30000|NEVER|99|99
152|!99THINGS!|30000|NEVER|99|99
153|!99THINGS!|30000|NEVER|99|99
154|!99THINGS!|30000|NEVER|99|99
155|!99THINGS!|30000|NEVER|99|99
156|!99THINGS!|30000|NEVER|99|99
157|!99THINGS!|30000|NEVER|99|99
158|!99THINGS!|30000|NEVER|99|99
159|!99THINGS!|30000|NEVER|99|99
160|!99THINGS!|30000|NEVER|99|99
161|!99THINGS!|30000|NEVER|99|99
162|!99THINGS!|30000|NEVER|99|99
163|!99THINGS!|30000|NEVER|99|99
